"","Indnum","Com_1","Com_2","Com_3","Com_4","Com_5","Com_6","Com_7","Com_8","Com_9","Com_10","Com_11","Com_12","Com_13","Com_14","Com_15","Com_16","Com_17","Com_18","Com_19","Com_20","Com_21","Com_22","Com_23","Com_24","Com_25","Com_26","Com_27"
"689",689,9,1,0,14,33,10,0,18,0,4,4,0,15,1,0,63,3447,0,133,9,0,21,17,0,4,0,0
"690",690,3,3,0,90,36,18,0,18,0,2,1,0,15,2,0,59,3965,0,195,20,0,25,27,0,0,0,2
"691",691,5,4,0,11,43,20,0,18,17,3,1,0,15,1,0,62,3336,0,221,7,29,23,18,0,0,0,2
"692",692,13,3,0,6,37,17,0,18,0,3,2,0,11,1,0,60,3371,0,156,19,0,16,27,0,0,0,2
"693",693,8,2,0,12,37,9,0,22,26,2,3,0,13,2,0,60,3387,0,162,15,36,19,28,0,0,0,1
"694",694,12,4,0,13,40,20,0,19,24,4,2,0,15,1,0,63,5060,0,193,11,0,17,26,0,0,0,0
"695",695,12,4,0,14,35,12,0,22,0,2,1,0,15,1,0,64,4957,0,188,10,15,17,19,0,0,0,0
"696",696,13,5,0,15,37,10,0,22,0,2,1,0,15,1,75,60,3035,0,189,16,0,25,23,0,0,0,0
"697",697,9,2,0,63,36,14,3,16,0,4,2,0,15,1,0,63,4874,0,220,18,37,17,28,0,0,0,2
"698",698,8,2,0,8,36,10,0,21,0,1,1,0,13,2,65,58,4272,0,139,5,0,17,18,0,0,0,1
"699",699,5,1,0,78,41,16,0,21,0,2,3,0,12,2,0,59,3968,0,214,7,13,25,27,0,7,0,1
"700",700,10,5,0,16,33,15,0,16,0,3,1,0,13,2,0,58,4463,0,214,12,0,21,27,0,0,0,1
"701",701,7,3,0,9,27,7,0,19,20,4,1,0,16,2,0,62,3942,0,176,13,0,17,27,0,0,0,1
"702",702,3,1,0,13,29,9,0,17,0,3,2,0,11,1,75,60,3800,0,156,20,0,23,24,0,0,0,0
"703",703,6,3,0,15,29,8,0,19,0,4,1,0,16,2,0,58,3193,0,582,13,0,20,25,0,0,0,0
"704",704,7,3,0,69,42,16,0,19,0,3,2,0,13,2,0,60,4911,0,155,7,0,20,18,0,0,0,1
"705",705,10,1,0,36,38,9,0,26,0,1,2,0,11,2,0,61,4281,0,232,7,0,19,28,0,0,0,1
"706",706,8,1,0,57,34,9,0,19,0,1,1,0,16,2,0,59,4587,0,160,12,30,17,22,0,0,0,0
"707",707,5,4,0,39,43,18,0,20,0,4,2,0,12,1,0,59,2769,0,174,9,0,21,21,0,5,0,2
"708",708,14,5,0,11,36,16,0,16,0,3,1,0,16,2,73,59,4834,0,150,6,19,17,28,0,0,2,2
"709",709,11,5,0,7,25,7,0,17,0,2,1,0,16,1,0,63,4621,0,168,5,30,16,19,0,0,0,0
"710",710,14,5,0,51,36,18,0,17,0,4,1,0,12,2,0,64,4653,0,218,14,32,16,21,0,0,0,1
"711",711,10,5,0,12,33,9,0,20,0,4,2,0,13,2,0,60,3925,0,170,11,0,19,23,0,0,0,1
"712",712,7,4,0,13,42,19,0,17,0,4,1,0,12,2,0,64,3491,0,193,18,0,24,22,0,7,0,2
"713",713,9,2,0,9,30,10,0,17,0,1,2,0,11,1,0,63,4430,0,137,16,30,21,17,0,4,0,2
"714",714,9,3,0,90,33,9,0,22,0,3,1,0,12,2,0,59,3596,0,143,11,0,17,17,0,0,0,2
"715",715,11,2,0,8,40,9,0,25,0,2,2,0,12,2,0,60,3375,0,171,8,19,24,21,0,0,0,2
"716",716,8,4,0,15,37,6,0,25,0,2,2,0,13,2,0,63,3609,0,204,14,0,16,17,0,0,0,0
"717",717,10,2,0,13,44,12,0,24,0,2,1,0,11,2,0,61,4063,0,206,8,0,16,18,0,0,0,0
"718",718,7,4,0,93,41,13,0,24,0,2,2,15,11,1,0,58,5173,0,228,17,0,23,27,0,8,0,2
"719",719,3,2,0,14,44,14,0,26,0,2,2,0,15,1,0,58,4123,0,151,8,23,19,18,0,0,2,0
"720",720,10,2,0,13,31,6,0,20,0,4,2,0,16,2,0,59,3867,0,221,6,15,21,25,0,4,0,0
"721",721,9,2,0,13,41,20,0,18,0,4,1,0,11,2,69,60,4116,0,214,11,26,19,19,0,4,0,1
"722",722,3,2,0,15,47,17,0,23,0,2,1,0,15,1,0,60,4933,0,151,12,23,16,23,0,0,0,0
"723",723,6,2,0,14,32,10,0,19,0,4,2,0,16,1,0,61,3119,0,227,8,24,17,21,0,0,0,0
"724",724,7,5,0,11,45,18,3,18,0,4,2,13,11,1,0,63,4968,0,147,12,28,25,20,0,6,0,1
"725",725,6,1,0,10,41,16,0,24,0,1,2,0,15,1,0,64,4809,0,136,11,0,24,23,0,0,0,0
"726",726,4,1,0,63,44,15,0,26,0,2,2,0,11,1,0,61,4345,0,170,8,32,20,17,0,0,0,0
"727",727,4,3,0,39,38,18,0,18,0,3,1,0,12,2,0,60,3325,0,548,7,20,19,20,0,5,2,1
"728",728,10,5,0,10,41,14,0,20,0,1,3,0,15,2,0,58,4469,0,184,7,0,16,19,0,7,0,2
"729",729,3,2,0,16,34,15,0,18,0,2,1,0,11,1,0,62,3774,0,193,7,0,20,17,0,0,0,0
"730",730,7,4,0,9,36,9,0,21,0,3,1,0,15,1,0,58,4983,0,212,20,26,21,28,0,0,0,1
"731",731,10,1,0,11,35,8,0,20,0,2,6,0,15,2,0,64,4116,0,160,18,32,25,23,0,4,0,0
"732",732,10,4,0,90,43,17,0,23,0,2,2,0,15,1,0,58,4146,0,199,15,0,20,27,0,0,0,1
"733",733,13,3,0,39,47,16,0,27,0,3,2,20,13,2,0,64,2646,0,202,11,0,23,22,0,0,0,0
"734",734,14,4,0,96,33,11,0,16,0,2,2,0,16,2,0,60,5085,0,179,17,32,16,17,0,0,0,1
"735",735,11,4,0,13,44,17,0,24,0,1,2,0,12,1,0,59,2945,0,182,6,0,17,27,0,0,0,2
"736",736,8,5,3,10,37,18,0,18,0,2,1,0,12,1,0,63,3486,0,185,18,0,19,22,0,0,0,0
"737",737,12,3,0,13,33,6,0,27,0,4,2,0,12,1,0,59,3180,0,187,16,0,23,24,0,3,0,0
"738",738,4,2,0,42,39,15,0,16,0,2,2,0,16,2,0,60,4509,0,187,8,0,17,23,0,0,0,1
"739",739,8,2,0,54,39,20,0,17,0,1,1,0,12,1,0,63,2655,0,204,19,0,25,18,4,0,0,1
"740",740,11,2,0,57,43,15,0,22,0,3,1,16,12,1,0,62,2676,0,362,16,19,23,21,0,0,0,2
"741",741,10,3,0,75,32,9,0,16,0,1,2,0,13,1,0,60,3702,0,232,7,30,23,20,0,0,0,1
"742",742,11,1,12,63,39,19,0,19,0,4,2,0,12,2,0,64,2641,0,231,5,20,17,18,0,0,0,1
"743",743,5,2,0,39,35,7,0,22,0,4,2,0,13,1,0,63,5109,0,214,10,0,25,28,0,0,0,2
"744",744,6,3,0,12,44,11,0,27,0,3,2,0,11,2,0,63,4713,0,205,11,0,20,21,0,8,0,1
"745",745,13,4,0,72,34,5,2,21,0,3,1,0,15,2,0,63,3765,0,179,9,0,25,28,8,0,1,1
"746",746,9,2,0,7,53,18,0,27,13,4,2,0,11,2,0,59,4459,0,203,9,0,24,21,0,0,0,0
"747",747,9,1,0,16,46,15,0,23,0,3,2,0,13,2,0,58,2678,0,226,10,30,19,26,0,0,0,2
"748",748,14,5,0,6,30,9,1,17,0,4,1,0,15,2,0,60,4303,0,206,18,0,21,17,0,0,0,1
"749",749,9,1,0,6,46,16,0,26,0,4,1,0,12,2,0,58,3937,0,232,14,0,23,28,0,0,0,2
"750",750,4,1,0,54,40,14,0,21,0,3,6,0,11,1,0,59,3867,0,198,9,28,24,20,0,2,0,1
"751",751,10,3,0,42,39,16,0,20,13,2,1,0,16,2,0,61,3751,0,169,10,38,17,21,0,0,0,0
"752",752,5,3,0,14,41,19,0,18,0,2,1,0,13,1,0,58,3015,0,217,11,39,17,24,0,4,0,2
"753",753,4,4,0,12,45,16,0,22,0,2,2,0,13,1,0,63,4166,0,206,10,34,21,23,0,2,0,1
"754",754,1,1,0,9,33,14,0,16,0,3,1,0,16,2,0,62,4153,0,148,14,0,20,27,0,8,0,2
"755",755,12,3,0,51,39,12,0,22,0,2,3,23,13,2,77,61,3945,0,392,14,17,21,22,2,0,0,1
"756",756,5,1,0,96,51,18,0,25,0,4,2,0,12,1,0,59,5069,0,187,11,38,20,24,0,7,0,1
"757",757,12,4,0,13,38,20,0,17,0,3,2,0,13,2,0,59,3717,0,165,14,0,25,24,0,0,0,2
"758",758,9,1,0,6,45,14,0,27,0,4,1,0,11,2,0,61,3304,0,202,17,0,16,28,0,3,0,0
"759",759,12,2,0,7,40,20,0,18,0,2,1,0,15,1,0,64,3657,0,167,12,0,24,18,0,0,0,0
"760",760,6,1,0,51,39,16,0,16,0,1,1,0,12,2,0,64,3330,0,136,8,0,23,24,0,0,0,2
"761",761,10,4,0,78,36,7,0,23,0,3,2,0,11,1,0,58,4917,0,157,11,0,16,27,0,0,0,0
"762",762,6,2,0,10,37,5,0,25,13,2,1,0,15,1,0,59,4846,0,206,13,34,20,18,0,0,0,1
"763",763,11,1,0,90,37,15,0,18,0,4,2,0,12,2,65,59,4232,0,134,8,26,21,22,0,0,3,2
"764",764,2,1,0,16,34,7,0,22,0,4,1,0,15,1,0,60,3360,0,136,8,15,23,21,0,0,0,1
"765",765,4,2,0,15,38,9,0,25,0,1,4,0,13,2,0,61,4296,0,161,14,15,25,19,0,7,0,2
"766",766,2,8,0,10,42,19,0,22,0,3,6,0,13,1,0,58,2727,0,212,6,0,20,20,0,0,0,0
"767",767,5,3,0,66,36,5,0,27,0,4,2,0,11,2,0,61,3110,0,185,20,20,25,17,0,0,0,1
"768",768,12,3,0,42,43,14,0,24,0,3,2,0,16,1,0,63,3785,0,232,20,0,21,19,0,3,0,0
"769",769,10,5,0,8,35,10,0,19,0,3,6,0,16,2,0,60,3258,0,170,18,0,21,19,0,3,0,1
"770",770,12,4,0,13,41,14,0,26,0,4,1,0,12,2,0,60,3417,0,231,14,17,21,21,0,3,1,2
"771",771,5,14,0,15,35,6,0,25,0,2,1,0,13,2,0,60,3235,0,210,18,0,19,23,0,0,0,1
"772",772,14,5,0,54,25,7,0,16,0,1,2,0,15,1,0,64,4738,0,231,6,0,21,28,0,0,0,2
"773",773,12,2,0,9,40,18,0,20,0,3,1,0,11,2,0,59,3661,0,171,17,0,23,22,0,0,0,1
"774",774,5,2,0,63,41,15,0,23,0,4,6,0,12,1,0,62,3444,0,175,15,19,21,25,0,0,0,0
"775",775,6,2,0,13,39,12,0,23,0,2,1,0,13,1,0,60,3894,0,484,14,0,21,20,0,0,0,2
"776",776,6,5,0,15,41,10,0,23,0,2,2,0,15,1,0,58,5197,0,184,15,0,20,19,0,0,0,0
"777",777,12,5,0,12,31,11,0,18,0,3,2,0,12,2,65,61,3835,0,159,11,0,25,17,0,4,0,2
"778",778,9,2,0,13,51,19,2,25,0,2,3,0,12,1,0,61,3993,0,176,12,26,21,24,0,0,0,2
"779",779,11,2,0,10,42,18,0,19,0,3,2,0,12,2,0,61,3972,0,134,16,29,17,26,0,0,0,1
"780",780,6,4,0,48,41,10,0,24,0,1,6,23,15,1,0,58,2737,0,136,14,39,19,21,0,0,0,2
"781",781,11,3,0,93,34,7,0,19,0,4,2,0,15,1,0,63,4453,0,201,12,21,23,17,0,0,0,0
"782",782,10,1,0,9,36,13,0,21,0,2,1,0,16,1,0,61,5100,0,147,13,0,25,17,0,0,0,1
"783",783,6,5,0,6,41,10,0,27,0,3,1,0,16,1,0,59,4755,0,414,7,33,16,22,0,0,0,2
"784",784,8,3,0,84,36,8,0,24,0,2,2,0,16,1,0,59,4233,0,203,13,24,20,21,0,0,0,1
"785",785,10,3,0,11,39,16,0,16,0,3,4,0,12,1,0,59,2964,0,192,17,16,17,27,0,0,0,2
"786",786,8,1,0,10,46,20,0,19,0,3,1,0,11,2,0,60,4168,0,144,10,15,21,21,0,0,0,0
"787",787,11,4,0,84,46,16,3,22,0,4,6,0,16,1,0,61,4678,0,162,10,0,19,20,0,0,0,2
"788",788,7,3,0,48,44,16,0,24,0,2,1,0,11,2,0,64,2946,0,230,18,29,19,20,0,0,0,2
"789",789,5,1,0,96,51,19,0,25,0,3,1,0,12,2,0,62,3396,0,135,12,0,23,22,0,0,0,2
"790",790,9,5,0,16,42,10,0,25,0,1,2,0,16,2,0,60,4424,0,168,6,33,19,20,0,0,0,1
"791",791,9,3,0,11,33,12,0,17,0,4,2,0,13,2,81,63,3978,0,154,10,25,20,20,0,0,0,2
"792",792,11,3,0,42,40,19,0,18,0,4,1,0,12,2,0,64,3503,0,193,7,17,19,28,0,0,0,0
"793",793,11,3,0,9,42,19,0,20,13,2,2,0,15,2,0,62,5067,0,139,13,23,20,18,0,0,0,2
"794",794,13,3,0,6,47,17,0,22,0,4,2,0,16,2,0,60,4012,0,159,11,0,19,24,0,0,0,0
"795",795,4,3,12,72,39,9,0,24,0,2,1,0,13,1,0,58,3968,0,171,15,0,23,23,0,0,0,0
"796",796,7,5,0,10,45,18,0,25,0,3,1,0,11,2,0,63,4643,0,232,8,0,19,26,0,0,0,2
"797",797,9,1,0,36,54,19,0,27,0,3,4,0,15,1,0,61,2702,0,148,13,20,21,19,5,0,0,2
"798",798,7,5,0,7,36,10,0,21,0,3,1,0,15,1,0,64,4998,0,130,19,38,17,25,0,0,0,1
"799",799,7,1,0,15,31,5,0,19,0,1,1,0,13,2,0,64,4990,0,228,15,25,23,18,0,0,0,1
"800",800,3,3,0,93,46,16,0,26,0,1,2,0,11,1,0,62,2976,0,142,14,28,17,18,0,0,0,0
"801",801,2,2,0,45,37,9,0,22,0,4,2,0,12,2,0,64,4892,0,209,5,0,17,20,0,0,0,1
"802",802,5,2,0,36,41,16,0,20,19,1,1,0,15,2,0,64,4435,0,154,14,19,25,19,0,0,0,2
"803",803,9,3,0,16,40,11,0,27,0,4,1,13,11,2,0,62,4154,0,185,18,0,16,27,0,0,0,2
"804",804,10,5,0,13,32,7,0,23,0,1,1,0,16,2,0,64,4835,0,370,13,15,21,24,0,0,0,1
"805",805,6,5,0,36,40,18,0,20,0,1,2,0,13,2,0,58,4415,0,149,8,0,20,20,0,0,0,2
"806",806,9,4,0,96,37,17,0,16,0,2,2,0,13,2,0,59,4120,0,225,18,0,17,19,0,0,0,2
"807",807,13,4,0,45,41,18,0,22,0,3,2,0,12,1,0,58,2704,0,183,13,0,24,27,0,0,0,1
"808",808,12,3,0,66,26,8,0,16,0,4,2,0,16,2,0,58,2954,0,144,6,0,17,27,0,0,0,0
"809",809,8,1,0,57,43,20,0,18,0,2,2,0,15,1,0,63,4912,201,155,10,33,19,27,0,0,0,0
"810",810,10,4,0,51,45,19,0,22,0,4,2,0,13,2,0,59,4795,0,183,20,0,17,18,0,0,0,0
"811",811,11,2,0,13,32,10,0,17,0,2,2,0,13,1,81,64,4963,209,138,12,19,24,26,0,0,0,2
"812",812,7,4,0,36,33,6,0,26,0,3,2,0,13,1,0,62,4812,0,136,5,33,21,18,0,0,0,0
"813",813,3,2,0,11,51,19,0,25,0,2,4,12,11,2,0,58,3370,0,207,14,30,24,22,0,0,0,1
"814",814,10,4,0,7,44,14,0,27,0,4,2,0,16,1,0,63,3547,0,228,9,24,25,26,0,0,0,1
"815",815,12,5,0,11,36,10,0,20,0,3,2,0,16,1,0,60,4082,0,165,10,33,24,20,0,0,0,2
"816",816,10,1,0,78,47,18,0,21,0,4,1,0,11,1,0,64,3419,0,222,13,20,19,20,0,0,0,1
"817",817,11,2,0,12,30,5,0,19,0,2,2,0,15,1,0,63,4710,0,187,6,0,20,21,0,0,0,2
"818",818,11,5,0,14,40,13,0,21,0,1,2,0,11,1,0,60,5174,0,184,15,0,16,18,0,0,0,1
"819",819,9,2,0,42,41,20,0,17,0,1,2,0,13,2,0,64,3397,0,141,6,0,16,17,0,0,0,0
"820",820,6,1,0,14,42,16,0,22,0,1,2,0,16,2,0,62,4890,235,132,18,0,17,25,0,0,0,2
"821",821,12,5,0,8,46,19,0,22,0,1,1,0,11,1,0,61,3267,0,176,14,36,20,27,0,0,0,1
"822",822,14,4,0,6,36,6,0,25,0,2,1,0,13,1,0,61,3456,0,196,12,0,20,24,0,0,0,2
"823",823,6,5,6,11,33,6,0,24,0,6,1,0,15,1,0,60,4326,0,221,10,29,17,20,0,0,0,1
"824",824,5,2,0,9,32,7,0,19,0,2,4,0,15,1,0,60,3562,0,171,13,29,19,27,0,0,0,2
"825",825,9,3,0,7,41,18,0,17,0,4,2,0,16,1,0,62,3219,307,597,9,20,23,27,0,0,0,2
"826",826,9,2,0,13,43,15,0,27,0,3,2,0,11,2,0,58,2881,0,212,7,0,19,21,5,2,0,0
"827",827,6,3,0,15,31,7,0,20,0,3,4,0,12,1,0,62,2903,280,153,18,0,23,18,0,3,0,1
"828",828,11,5,0,15,39,14,0,21,0,2,2,0,16,2,0,58,5197,0,189,7,0,25,17,0,0,0,1
"829",829,8,1,0,9,31,10,0,19,0,4,2,0,13,1,73,59,3634,0,147,20,0,23,26,0,0,0,0
"830",830,5,4,0,12,50,19,0,24,0,2,2,0,11,2,0,62,5046,0,222,9,0,17,28,0,0,0,0
"831",831,8,5,0,75,32,6,2,21,0,4,2,0,16,1,0,58,4131,0,433,8,25,24,20,0,0,0,2
"832",832,7,4,0,36,40,19,0,20,0,3,1,0,16,1,0,61,3317,0,184,16,0,17,26,0,0,0,1
"833",833,10,4,0,72,43,20,0,20,0,4,2,0,16,2,0,62,3122,0,225,13,0,16,19,0,0,0,2
"834",834,9,1,0,12,47,18,0,25,0,2,1,0,12,1,0,59,4940,0,154,19,0,20,21,0,0,0,0
"835",835,10,4,0,93,26,5,0,19,0,4,2,0,11,2,0,59,3371,0,143,9,29,24,23,0,0,0,2
"836",836,12,5,0,15,32,8,0,21,0,3,1,0,11,2,0,58,2763,0,141,7,0,16,20,0,0,0,2
"837",837,11,4,0,8,38,11,0,24,0,4,2,0,12,2,0,59,4235,0,193,8,15,24,21,0,0,0,2
"838",838,7,2,0,12,28,6,0,16,20,3,2,0,15,2,0,63,2633,0,470,5,13,20,22,0,0,0,2
"839",839,13,5,0,36,38,11,2,19,0,2,2,0,12,2,0,62,4589,0,184,6,0,19,19,0,3,0,0
"840",840,3,2,0,10,28,8,0,18,0,2,2,0,16,1,0,60,2777,0,227,8,0,25,20,0,0,0,0
"841",841,8,5,0,7,39,19,0,16,0,3,1,0,13,2,0,60,3638,0,162,7,19,25,25,0,0,0,2
"842",842,3,2,0,14,36,10,2,24,0,4,2,21,12,2,0,61,3778,0,202,6,0,16,22,0,0,3,0
"843",843,9,2,0,9,37,14,0,20,0,1,1,0,11,1,0,60,5193,0,130,14,0,19,23,0,0,0,1
"844",844,8,2,0,96,37,7,0,23,0,2,2,0,13,2,0,60,5086,0,187,19,0,20,19,0,7,0,0
"845",845,11,4,0,14,41,17,0,22,0,3,6,0,12,2,0,64,4756,0,158,10,0,17,27,0,0,0,2
"846",846,10,5,0,7,33,10,0,21,0,2,1,0,16,1,0,61,3392,0,191,20,28,21,22,0,0,0,0
"847",847,7,3,0,12,30,7,0,20,0,4,2,0,11,2,0,58,2793,0,144,19,0,19,25,0,0,0,2
"848",848,14,4,0,66,37,9,0,27,0,4,3,0,13,1,0,59,4192,0,226,12,0,21,22,0,0,0,0
"849",849,12,5,0,16,43,18,0,21,0,3,1,0,11,1,0,63,2685,0,572,15,0,16,24,0,0,0,1
"850",850,6,3,0,6,45,15,0,24,0,1,2,0,11,2,0,62,4739,0,171,11,0,17,20,0,0,1,0
"851",851,10,4,0,12,39,16,0,21,0,2,2,0,15,2,0,58,3352,0,227,5,0,17,24,0,4,0,2
"852",852,8,5,0,13,37,10,0,23,0,2,1,0,16,2,0,60,4743,0,135,12,0,21,28,0,0,0,2
"853",853,10,1,0,14,39,15,0,19,0,2,1,0,13,2,80,60,4519,0,558,13,0,24,25,0,0,0,1
"854",854,11,5,0,7,40,17,0,19,0,3,2,0,12,1,75,62,4216,0,150,5,0,25,20,0,0,0,1
"855",855,10,4,0,11,32,7,0,19,0,2,1,0,13,1,0,63,3755,0,186,9,24,17,17,0,7,0,2
"856",856,7,2,0,51,37,13,0,18,0,4,1,0,12,2,0,63,3347,350,139,16,0,16,17,0,0,0,0
"857",857,9,1,0,7,36,16,0,18,0,4,2,0,12,1,0,59,4501,0,175,14,0,19,23,0,0,0,1
"858",858,3,1,0,60,48,15,0,26,0,1,2,0,13,1,0,61,4939,0,168,6,0,19,24,5,0,0,0
"859",859,5,2,0,45,28,5,0,20,0,4,2,0,13,1,0,60,2925,0,146,11,0,16,21,0,0,0,2
"860",860,13,3,0,66,41,17,0,19,0,4,1,0,11,2,0,62,2944,0,572,9,0,23,27,0,0,0,0
"861",861,8,2,0,13,42,19,0,17,0,3,2,0,11,2,0,62,3184,0,228,19,0,20,26,0,0,0,0
"862",862,7,5,0,10,40,18,0,20,0,3,1,0,16,1,0,62,3643,0,184,12,0,24,22,0,8,0,0
"863",863,3,2,0,14,31,11,0,18,0,4,1,0,13,2,0,63,2924,0,162,10,33,24,26,0,0,0,1
"864",864,9,5,0,8,42,13,0,27,0,3,2,0,16,2,0,64,3812,0,139,16,0,21,23,0,0,0,1
"865",865,10,5,0,13,39,17,0,19,0,1,2,0,13,1,0,64,3959,0,211,8,0,17,17,0,6,0,2
"866",866,8,2,0,81,30,6,0,19,0,2,6,11,13,2,0,62,4615,0,138,14,21,17,18,0,0,0,1
"867",867,9,4,0,42,44,15,0,23,0,4,2,0,13,1,0,61,3728,0,195,11,23,16,19,0,2,0,1
"868",868,5,1,0,11,35,6,0,22,0,2,2,0,12,2,0,60,4523,308,193,16,32,24,21,0,0,0,2
"869",869,4,2,0,78,32,5,0,22,0,1,1,0,15,2,0,58,4717,0,210,5,0,23,27,0,0,0,2
"870",870,11,4,0,51,36,10,0,24,0,4,1,0,13,1,0,59,4240,0,149,20,28,23,21,0,2,0,1
"871",871,4,1,0,54,35,10,0,22,0,3,6,0,15,2,0,58,3028,0,136,11,28,24,23,0,0,0,1
"872",872,10,5,0,39,49,18,1,26,0,4,1,0,13,1,0,61,4981,0,348,15,23,23,22,2,0,0,1
"873",873,12,4,0,11,44,12,0,26,0,10,1,0,13,1,0,64,5094,0,168,19,34,20,19,0,0,0,2
"874",874,10,3,0,16,48,17,0,27,0,2,6,0,12,1,0,60,4956,0,133,19,16,23,20,0,0,0,0
"875",875,14,5,0,8,47,19,0,22,0,2,2,0,13,1,0,58,5038,0,157,15,13,16,17,0,0,0,2
"876",876,9,2,0,7,41,8,0,27,0,4,2,0,12,1,0,64,4123,0,221,14,0,23,19,0,0,0,1
"877",877,9,2,0,6,33,14,0,16,0,2,1,0,16,2,0,63,4899,0,168,15,0,24,17,0,7,2,0
"878",878,8,1,0,48,34,9,0,23,0,3,2,0,11,1,0,62,4868,0,131,16,0,19,20,0,0,0,1
"879",879,12,5,0,36,37,7,0,24,0,4,2,0,15,2,0,60,4017,0,131,13,37,17,21,0,0,0,1
"880",880,4,3,0,16,30,8,0,18,0,4,2,0,13,1,0,64,3796,0,168,15,0,23,28,0,0,0,0
"881",881,8,5,0,10,36,12,4,18,0,4,1,0,13,1,0,58,4783,0,146,15,0,24,17,0,0,0,2
"882",882,10,5,0,14,32,6,0,19,0,1,3,0,16,2,0,63,4769,0,205,17,25,24,27,0,3,0,2
"883",883,14,4,0,51,46,19,0,21,0,3,2,0,13,2,0,59,4791,0,467,18,0,21,25,0,0,0,2
"884",884,10,4,0,14,44,13,0,25,0,3,2,0,16,1,0,58,3105,0,129,11,0,20,17,0,2,0,2
"885",885,12,3,0,78,43,13,0,28,0,2,2,0,12,1,0,63,3562,0,160,6,7,24,28,0,3,0,0
"886",886,5,9,0,6,45,16,0,22,0,1,2,0,13,2,0,64,4207,0,145,11,16,23,21,0,0,0,0
"887",887,4,3,15,51,37,8,1,27,0,2,1,0,13,1,0,63,2641,0,167,11,29,20,18,0,0,0,1
"888",888,11,5,0,60,49,20,0,22,0,4,1,0,13,1,0,63,3686,0,144,12,0,17,19,0,0,0,2
"889",889,11,5,0,10,30,8,0,17,0,1,2,0,13,2,0,62,3465,0,222,8,0,23,20,0,0,0,1
"890",890,6,3,0,13,34,9,0,22,0,1,1,0,11,1,0,61,3913,0,163,16,0,21,21,0,0,0,0
"891",891,8,3,0,14,29,7,0,17,0,3,1,0,15,1,0,58,2704,0,215,16,20,19,27,0,3,0,0
"892",892,5,3,0,16,46,13,0,27,20,4,1,0,16,1,0,59,5080,0,207,9,0,19,21,0,0,0,0
"893",893,10,5,0,13,43,17,0,21,0,2,2,0,15,1,0,59,4047,0,220,15,0,20,25,0,0,0,2
"894",894,11,5,0,8,40,9,0,28,0,3,1,0,12,1,0,63,3039,0,135,18,29,21,27,0,0,0,1
"895",895,8,2,0,16,51,17,4,25,0,3,2,0,11,2,0,59,3547,0,215,15,23,23,26,0,0,0,1
"896",896,8,5,0,11,25,6,0,19,0,4,1,0,11,2,0,63,5160,0,150,19,37,21,19,0,0,0,1
"897",897,12,3,0,10,37,7,0,22,0,3,1,0,12,2,0,60,3751,0,182,18,0,20,21,0,3,0,2
"898",898,2,2,0,69,37,7,0,24,24,3,2,0,12,2,69,62,4059,0,206,15,0,20,25,0,0,0,2
"899",899,8,4,0,81,37,8,0,26,25,3,3,0,16,2,0,59,4207,0,140,12,0,17,26,0,0,0,2
"900",900,9,4,0,51,31,8,0,17,0,2,2,0,15,1,0,64,4849,0,229,18,24,25,20,0,0,0,0
"901",901,3,1,0,15,40,15,0,18,0,3,1,0,11,2,0,59,3861,0,136,10,34,25,25,0,0,0,1
"902",902,3,1,0,11,49,20,0,25,0,2,2,15,16,2,78,59,3452,0,160,9,38,20,24,7,0,0,0
"903",903,13,5,0,11,43,17,0,23,0,2,6,0,16,2,0,61,4124,0,191,17,30,25,25,0,0,0,2
"904",904,9,1,0,6,38,15,0,17,0,4,1,0,13,1,0,63,4596,0,224,7,0,16,26,0,0,0,1
"905",905,6,1,0,60,38,19,0,18,0,1,6,0,12,2,0,61,4990,0,134,19,0,16,25,0,0,0,1
"906",906,11,5,0,9,41,11,0,27,0,3,2,0,13,1,0,63,3578,0,140,17,0,24,20,0,0,0,0
"907",907,11,4,0,42,48,18,3,24,0,3,2,0,12,2,0,61,4822,0,176,11,17,20,23,0,0,0,0
"908",908,7,2,0,14,37,9,0,23,0,2,1,0,13,1,0,58,2629,0,137,18,0,24,23,0,0,0,2
"909",909,7,1,0,16,40,14,0,21,0,2,1,0,13,1,0,61,2992,0,522,9,0,25,18,0,0,0,2
"910",910,8,1,0,8,33,5,0,21,0,2,2,11,12,2,0,61,3146,0,148,20,33,19,18,0,0,0,0
"911",911,11,5,0,8,33,8,0,19,0,4,2,0,16,2,0,63,3850,0,214,10,30,23,21,0,0,0,0
"912",912,3,2,0,96,34,6,0,25,0,3,2,0,13,1,0,59,3616,0,135,11,32,16,21,0,0,0,2
"913",913,5,1,0,51,40,13,0,21,0,4,2,0,11,2,0,60,4446,0,175,14,0,16,19,0,0,0,1
"914",914,8,5,0,90,46,15,0,26,0,4,1,0,12,1,0,62,4433,0,169,14,33,17,28,0,0,0,0
"915",915,4,1,0,9,42,17,0,17,0,4,2,0,15,2,0,62,3331,0,219,9,0,25,23,0,7,0,0
"916",916,8,5,0,6,36,18,0,16,0,2,2,0,15,2,0,64,3377,0,177,7,0,17,28,0,0,0,0
"917",917,11,5,0,9,39,11,0,20,0,4,1,0,15,1,0,58,3418,0,225,10,0,17,27,0,0,0,0
"918",918,4,1,3,6,43,20,0,20,0,4,3,0,11,2,0,60,2736,0,200,19,37,21,28,0,0,0,0
